Personality,agentType,nrPlayers,nrCrazyInvestors,nrHighRollerInvestors,nrNormalInvestors,nrSafeBetterInvestors,nrCrazyManagers,nrHighRollerManagers,nrNormalManagers,nrSafeBetterManagers,nrCompanies,nrBlueCompanies,nrGreenCompanies,nrYellowCompanies,nrRedCompanies,finalCapital,winner
Crazy,investor,6,2,1,0,0,0,2,1,0,5,2,0,3,0,120,false
Crazy,investor,6,2,1,0,0,0,2,1,0,5,2,0,3,0,305,true
HighRoller,manager,6,2,1,0,0,0,2,1,0,5,2,0,3,0,400,true
Normal,manager,6,2,1,0,0,0,2,1,0,5,2,0,3,0,100,false
HighRoller,manager,6,2,1,0,0,0,2,1,0,5,2,0,3,0,325,false
Normal,investor,6,0,1,1,1,0,0,1,2,7,2,0,2,3,200,false
SafeBetter,investor,6,0,1,1,1,0,0,1,2,7,2,0,2,3,330,true
HighRoller,investor,6,0,1,1,1,0,0,1,2,7,2,0,2,3,160,false
SafeBetter,manager,6,0,1,1,1,0,0,1,2,7,2,0,2,3,520,false
Normal,manager,6,0,1,1,1,0,0,1,2,7,2,0,2,3,640,true
SafeBetter,manager,6,0,1,1,1,0,0,1,2,7,2,0,2,3,340,false
Normal,investor,6,0,0,2,1,2,0,1,0,8,3,1,2,2,70,false
SafeBetter,investor,6,0,0,2,1,2,0,1,0,8,3,1,2,2,190,true
Normal,investor,6,0,0,2,1,2,0,1,0,8,3,1,2,2,100,false
Normal,manager,6,0,0,2,1,2,0,1,0,8,3,1,2,2,285,false
Crazy,manager,6,0,0,2,1,2,0,1,0,8,3,1,2,2,235,false
Crazy,manager,6,0,0,2,1,2,0,1,0,8,3,1,2,2,310,true
Normal,investor,6,1,1,1,0,1,2,0,0,6,3,0,1,2,195,false
Crazy,investor,6,1,1,1,0,1,2,0,0,6,3,0,1,2,120,false
HighRoller,investor,6,1,1,1,0,1,2,0,0,6,3,0,1,2,490,true
Crazy,manager,6,1,1,1,0,1,2,0,0,6,3,0,1,2,255,false
HighRoller,manager,6,1,1,1,0,1,2,0,0,6,3,0,1,2,480,true
HighRoller,manager,6,1,1,1,0,1,2,0,0,6,3,0,1,2,150,false
SafeBetter,investor,6,0,0,2,1,1,1,0,1,8,1,3,3,1,585,true
Normal,investor,6,0,0,2,1,1,1,0,1,8,1,3,3,1,425,false
Normal,investor,6,0,0,2,1,1,1,0,1,8,1,3,3,1,465,false
Crazy,manager,6,0,0,2,1,1,1,0,1,8,1,3,3,1,455,false
SafeBetter,manager,6,0,0,2,1,1,1,0,1,8,1,3,3,1,455,false
HighRoller,manager,6,0,0,2,1,1,1,0,1,8,1,3,3,1,605,true
Crazy,investor,6,2,0,1,0,0,1,1,1,8,3,1,1,3,170,true
Normal,investor,6,2,0,1,0,0,1,1,1,8,3,1,1,3,90,false
Crazy,investor,6,2,0,1,0,0,1,1,1,8,3,1,1,3,140,false
Normal,manager,6,2,0,1,0,0,1,1,1,8,3,1,1,3,285,false
SafeBetter,manager,6,2,0,1,0,0,1,1,1,8,3,1,1,3,465,true
HighRoller,manager,6,2,0,1,0,0,1,1,1,8,3,1,1,3,360,false
HighRoller,investor,6,0,2,1,0,0,1,1,1,6,2,0,1,3,55,true
Normal,investor,6,0,2,1,0,0,1,1,1,6,2,0,1,3,10,false
HighRoller,investor,6,0,2,1,0,0,1,1,1,6,2,0,1,3,55,true
SafeBetter,manager,6,0,2,1,0,0,1,1,1,6,2,0,1,3,75,false
Normal,manager,6,0,2,1,0,0,1,1,1,6,2,0,1,3,165,false
HighRoller,manager,6,0,2,1,0,0,1,1,1,6,2,0,1,3,240,true
HighRoller,investor,6,0,1,1,1,1,2,0,0,5,2,2,0,1,290,false
Normal,investor,6,0,1,1,1,1,2,0,0,5,2,2,0,1,545,false
SafeBetter,investor,6,0,1,1,1,1,2,0,0,5,2,2,0,1,755,true
HighRoller,manager,6,0,1,1,1,1,2,0,0,5,2,2,0,1,385,false
HighRoller,manager,6,0,1,1,1,1,2,0,0,5,2,2,0,1,535,true
Crazy,manager,6,0,1,1,1,1,2,0,0,5,2,2,0,1,310,false
SafeBetter,investor,6,0,2,0,1,0,2,0,1,2,1,0,0,1,265,false
HighRoller,investor,6,0,2,0,1,0,2,0,1,2,1,0,0,1,420,false
HighRoller,investor,6,0,2,0,1,0,2,0,1,2,1,0,0,1,625,true
HighRoller,manager,6,0,2,0,1,0,2,0,1,2,1,0,0,1,215,false
SafeBetter,manager,6,0,2,0,1,0,2,0,1,2,1,0,0,1,140,false
HighRoller,manager,6,0,2,0,1,0,2,0,1,2,1,0,0,1,365,true
HighRoller,investor,6,1,1,0,1,1,0,1,1,7,2,3,2,0,10,false
SafeBetter,investor,6,1,1,0,1,1,0,1,1,7,2,3,2,0,130,true
Crazy,investor,6,1,1,0,1,1,0,1,1,7,2,3,2,0,120,false
SafeBetter,manager,6,1,1,0,1,1,0,1,1,7,2,3,2,0,370,false
Normal,manager,6,1,1,0,1,1,0,1,1,7,2,3,2,0,250,false
Crazy,manager,6,1,1,0,1,1,0,1,1,7,2,3,2,0,430,true
Normal,investor,6,0,0,3,0,2,0,1,0,10,3,3,3,1,450,false
Normal,investor,6,0,0,3,0,2,0,1,0,10,3,3,3,1,450,false
Normal,investor,6,0,0,3,0,2,0,1,0,10,3,3,3,1,545,true
Normal,manager,6,0,0,3,0,2,0,1,0,10,3,3,3,1,495,false
Crazy,manager,6,0,0,3,0,2,0,1,0,10,3,3,3,1,705,true
Crazy,manager,6,0,0,3,0,2,0,1,0,10,3,3,3,1,495,false
Crazy,investor,6,1,0,1,1,0,2,1,0,5,3,2,0,0,160,false
SafeBetter,investor,6,1,0,1,1,0,2,1,0,5,3,2,0,0,340,true
Normal,investor,6,1,0,1,1,0,2,1,0,5,3,2,0,0,135,false
Normal,manager,6,1,0,1,1,0,2,1,0,5,3,2,0,0,270,false
HighRoller,manager,6,1,0,1,1,0,2,1,0,5,3,2,0,0,345,false
HighRoller,manager,6,1,0,1,1,0,2,1,0,5,3,2,0,0,420,true
SafeBetter,investor,6,1,0,1,1,0,0,1,2,6,2,0,2,2,245,false
Crazy,investor,6,1,0,1,1,0,0,1,2,6,2,0,2,2,420,true
Normal,investor,6,1,0,1,1,0,0,1,2,6,2,0,2,2,15,false
SafeBetter,manager,6,1,0,1,1,0,0,1,2,6,2,0,2,2,430,true
Normal,manager,6,1,0,1,1,0,0,1,2,6,2,0,2,2,400,false
SafeBetter,manager,6,1,0,1,1,0,0,1,2,6,2,0,2,2,250,false
Normal,investor,6,0,0,1,2,0,0,0,3,4,1,0,3,0,145,false
SafeBetter,investor,6,0,0,1,2,0,0,0,3,4,1,0,3,0,215,false
SafeBetter,investor,6,0,0,1,2,0,0,0,3,4,1,0,3,0,255,true
SafeBetter,manager,6,0,0,1,2,0,0,0,3,4,1,0,3,0,275,true
SafeBetter,manager,6,0,0,1,2,0,0,0,3,4,1,0,3,0,275,true
SafeBetter,manager,6,0,0,1,2,0,0,0,3,4,1,0,3,0,275,true
HighRoller,investor,6,1,1,1,0,1,1,1,0,6,3,2,0,1,-10,false
Normal,investor,6,1,1,1,0,1,1,1,0,6,3,2,0,1,160,true
Crazy,investor,6,1,1,1,0,1,1,1,0,6,3,2,0,1,120,false
Crazy,manager,6,1,1,1,0,1,1,1,0,6,3,2,0,1,60,false
HighRoller,manager,6,1,1,1,0,1,1,1,0,6,3,2,0,1,60,false
Normal,manager,6,1,1,1,0,1,1,1,0,6,3,2,0,1,210,true
Crazy,investor,6,1,0,1,1,1,1,0,1,7,3,3,0,1,120,false
Normal,investor,6,1,0,1,1,1,1,0,1,7,3,3,0,1,410,true
SafeBetter,investor,6,1,0,1,1,1,1,0,1,7,3,3,0,1,260,false
SafeBetter,manager,6,1,0,1,1,1,1,0,1,7,3,3,0,1,270,false
Crazy,manager,6,1,0,1,1,1,1,0,1,7,3,3,0,1,330,true
HighRoller,manager,6,1,0,1,1,1,1,0,1,7,3,3,0,1,330,true
SafeBetter,investor,6,0,1,0,2,0,1,1,1,7,3,1,1,2,265,true
SafeBetter,investor,6,0,1,0,2,0,1,1,1,7,3,1,1,2,195,false
HighRoller,investor,6,0,1,0,2,0,1,1,1,7,3,1,1,2,25,false
Normal,manager,6,0,1,0,2,0,1,1,1,7,3,1,1,2,375,false
SafeBetter,manager,6,0,1,0,2,0,1,1,1,7,3,1,1,2,375,false
HighRoller,manager,6,0,1,0,2,0,1,1,1,7,3,1,1,2,435,true
SafeBetter,investor,6,0,0,1,2,0,0,2,1,6,1,3,2,0,275,true
SafeBetter,investor,6,0,0,1,2,0,0,2,1,6,1,3,2,0,180,false
Normal,investor,6,0,0,1,2,0,0,2,1,6,1,3,2,0,125,false
Normal,manager,6,0,0,1,2,0,0,2,1,6,1,3,2,0,455,true
Normal,manager,6,0,0,1,2,0,0,2,1,6,1,3,2,0,305,false
SafeBetter,manager,6,0,0,1,2,0,0,2,1,6,1,3,2,0,380,false
Normal,investor,6,0,1,1,1,0,0,1,2,5,1,3,0,1,150,false
SafeBetter,investor,6,0,1,1,1,0,0,1,2,5,1,3,0,1,210,true
HighRoller,investor,6,0,1,1,1,0,0,1,2,5,1,3,0,1,-50,false
Normal,manager,6,0,1,1,1,0,0,1,2,5,1,3,0,1,210,false
SafeBetter,manager,6,0,1,1,1,0,0,1,2,5,1,3,0,1,320,true
SafeBetter,manager,6,0,1,1,1,0,0,1,2,5,1,3,0,1,230,false
Crazy,investor,6,1,0,0,2,1,2,0,0,6,1,3,0,2,120,false
SafeBetter,investor,6,1,0,0,2,1,2,0,0,6,1,3,0,2,630,false
SafeBetter,investor,6,1,0,0,2,1,2,0,0,6,1,3,0,2,880,true
Crazy,manager,6,1,0,0,2,1,2,0,0,6,1,3,0,2,410,false
HighRoller,manager,6,1,0,0,2,1,2,0,0,6,1,3,0,2,485,false
HighRoller,manager,6,1,0,0,2,1,2,0,0,6,1,3,0,2,635,true
HighRoller,investor,6,0,2,1,0,1,2,0,0,5,0,2,3,0,285,true
Normal,investor,6,0,2,1,0,1,2,0,0,5,0,2,3,0,170,false
HighRoller,investor,6,0,2,1,0,1,2,0,0,5,0,2,3,0,285,true
HighRoller,manager,6,0,2,1,0,1,2,0,0,5,0,2,3,0,120,false
HighRoller,manager,6,0,2,1,0,1,2,0,0,5,0,2,3,0,345,true
Crazy,manager,6,0,2,1,0,1,2,0,0,5,0,2,3,0,345,true
SafeBetter,investor,6,1,1,0,1,0,1,2,0,8,2,2,1,3,315,false
Crazy,investor,6,1,1,0,1,0,1,2,0,8,2,2,1,3,340,true
HighRoller,investor,6,1,1,0,1,0,1,2,0,8,2,2,1,3,-25,false
Normal,manager,6,1,1,0,1,0,1,2,0,8,2,2,1,3,160,false
Normal,manager,6,1,1,0,1,0,1,2,0,8,2,2,1,3,475,true
HighRoller,manager,6,1,1,0,1,0,1,2,0,8,2,2,1,3,265,false
Crazy,investor,6,2,0,0,1,0,0,2,1,8,2,3,0,3,120,false
Crazy,investor,6,2,0,0,1,0,0,2,1,8,2,3,0,3,770,true
SafeBetter,investor,6,2,0,0,1,0,0,2,1,8,2,3,0,3,475,false
Normal,manager,6,2,0,0,1,0,0,2,1,8,2,3,0,3,355,false
SafeBetter,manager,6,2,0,0,1,0,0,2,1,8,2,3,0,3,180,false
Normal,manager,6,2,0,0,1,0,0,2,1,8,2,3,0,3,550,true
Normal,investor,6,0,0,2,1,2,0,1,0,7,0,3,2,2,550,true
Normal,investor,6,0,0,2,1,2,0,1,0,7,0,3,2,2,520,false
SafeBetter,investor,6,0,0,2,1,2,0,1,0,7,0,3,2,2,520,false
Crazy,manager,6,0,0,2,1,2,0,1,0,7,0,3,2,2,510,false
Normal,manager,6,0,0,2,1,2,0,1,0,7,0,3,2,2,810,true
Crazy,manager,6,0,0,2,1,2,0,1,0,7,0,3,2,2,510,false
SafeBetter,investor,6,1,1,0,1,0,1,1,1,5,2,1,1,1,155,true
Crazy,investor,6,1,1,0,1,0,1,1,1,5,2,1,1,1,120,false
HighRoller,investor,6,1,1,0,1,0,1,1,1,5,2,1,1,1,-50,false
Normal,manager,6,1,1,0,1,0,1,1,1,5,2,1,1,1,50,false
HighRoller,manager,6,1,1,0,1,0,1,1,1,5,2,1,1,1,160,false
SafeBetter,manager,6,1,1,0,1,0,1,1,1,5,2,1,1,1,325,true
Normal,investor,6,1,0,1,1,1,1,1,0,5,1,1,3,0,190,false
SafeBetter,investor,6,1,0,1,1,1,1,1,0,5,1,1,3,0,175,false
Crazy,investor,6,1,0,1,1,1,1,1,0,5,1,1,3,0,205,true
HighRoller,manager,6,1,0,1,1,1,1,1,0,5,1,1,3,0,260,false
Crazy,manager,6,1,0,1,1,1,1,1,0,5,1,1,3,0,335,true
Normal,manager,6,1,0,1,1,1,1,1,0,5,1,1,3,0,335,true
Normal,investor,6,2,0,1,0,0,1,1,1,2,0,1,1,0,105,false
Crazy,investor,6,2,0,1,0,0,1,1,1,2,0,1,1,0,180,true
Crazy,investor,6,2,0,1,0,0,1,1,1,2,0,1,1,0,120,false
Normal,manager,6,2,0,1,0,0,1,1,1,2,0,1,1,0,135,false
HighRoller,manager,6,2,0,1,0,0,1,1,1,2,0,1,1,0,435,true
SafeBetter,manager,6,2,0,1,0,0,1,1,1,2,0,1,1,0,135,false
HighRoller,investor,6,0,1,1,1,1,2,0,0,6,1,2,2,1,-45,false
SafeBetter,investor,6,0,1,1,1,1,2,0,0,6,1,2,2,1,145,false
Normal,investor,6,0,1,1,1,1,2,0,0,6,1,2,2,1,295,true
HighRoller,manager,6,0,1,1,1,1,2,0,0,6,1,2,2,1,560,true
Crazy,manager,6,0,1,1,1,1,2,0,0,6,1,2,2,1,335,false
HighRoller,manager,6,0,1,1,1,1,2,0,0,6,1,2,2,1,560,true
Crazy,investor,6,2,0,1,0,2,0,0,1,9,2,1,3,3,15,false
Normal,investor,6,2,0,1,0,2,0,0,1,9,2,1,3,3,225,true
Crazy,investor,6,2,0,1,0,2,0,0,1,9,2,1,3,3,160,false
SafeBetter,manager,6,2,0,1,0,2,0,0,1,9,2,1,3,3,385,true
Crazy,manager,6,2,0,1,0,2,0,0,1,9,2,1,3,3,385,true
Crazy,manager,6,2,0,1,0,2,0,0,1,9,2,1,3,3,160,false
Crazy,investor,6,2,0,0,1,1,0,1,1,8,3,2,0,3,125,false
SafeBetter,investor,6,2,0,0,1,1,0,1,1,8,3,2,0,3,170,true
Crazy,investor,6,2,0,0,1,1,0,1,1,8,3,2,0,3,120,false
SafeBetter,manager,6,2,0,0,1,1,0,1,1,8,3,2,0,3,210,false
Normal,manager,6,2,0,0,1,1,0,1,1,8,3,2,0,3,345,false
Crazy,manager,6,2,0,0,1,1,0,1,1,8,3,2,0,3,450,true
HighRoller,investor,6,0,1,0,2,0,1,2,0,6,1,0,3,2,50,false
SafeBetter,investor,6,0,1,0,2,0,1,2,0,6,1,0,3,2,75,true
SafeBetter,investor,6,0,1,0,2,0,1,2,0,6,1,0,3,2,60,false
HighRoller,manager,6,0,1,0,2,0,1,2,0,6,1,0,3,2,290,true
Normal,manager,6,0,1,0,2,0,1,2,0,6,1,0,3,2,125,false
Normal,manager,6,0,1,0,2,0,1,2,0,6,1,0,3,2,50,false
SafeBetter,investor,6,0,1,0,2,0,1,1,1,5,1,1,2,1,175,true
HighRoller,investor,6,0,1,0,2,0,1,1,1,5,1,1,2,1,100,false
SafeBetter,investor,6,0,1,0,2,0,1,1,1,5,1,1,2,1,140,false
Normal,manager,6,0,1,0,2,0,1,1,1,5,1,1,2,1,185,false
SafeBetter,manager,6,0,1,0,2,0,1,1,1,5,1,1,2,1,260,false
HighRoller,manager,6,0,1,0,2,0,1,1,1,5,1,1,2,1,350,true
Crazy,investor,6,1,1,1,0,0,0,2,1,6,1,2,1,2,300,false
Normal,investor,6,1,1,1,0,0,0,2,1,6,1,2,1,2,515,true
HighRoller,investor,6,1,1,1,0,0,0,2,1,6,1,2,1,2,355,false
SafeBetter,manager,6,1,1,1,0,0,0,2,1,6,1,2,1,2,170,false
Normal,manager,6,1,1,1,0,0,0,2,1,6,1,2,1,2,425,false
Normal,manager,6,1,1,1,0,0,0,2,1,6,1,2,1,2,725,true
SafeBetter,investor,6,1,0,1,1,2,1,0,0,2,1,0,1,0,180,true
Normal,investor,6,1,0,1,1,2,1,0,0,2,1,0,1,0,105,false
Crazy,investor,6,1,0,1,1,2,1,0,0,2,1,0,1,0,105,false
Crazy,manager,6,1,0,1,1,2,1,0,0,2,1,0,1,0,50,false
HighRoller,manager,6,1,0,1,1,2,1,0,0,2,1,0,1,0,275,true
Crazy,manager,6,1,0,1,1,2,1,0,0,2,1,0,1,0,125,false
SafeBetter,investor,6,2,0,0,1,2,1,0,0,8,0,2,3,3,430,true
Crazy,investor,6,2,0,0,1,2,1,0,0,8,0,2,3,3,200,false
Crazy,investor,6,2,0,0,1,2,1,0,0,8,0,2,3,3,410,false
Crazy,manager,6,2,0,0,1,2,1,0,0,8,0,2,3,3,345,false
HighRoller,manager,6,2,0,0,1,2,1,0,0,8,0,2,3,3,615,true
Crazy,manager,6,2,0,0,1,2,1,0,0,8,0,2,3,3,450,false
Crazy,investor,6,3,0,0,0,1,1,1,0,9,2,2,2,3,80,false
Crazy,investor,6,3,0,0,0,1,1,1,0,9,2,2,2,3,290,true
Crazy,investor,6,3,0,0,0,1,1,1,0,9,2,2,2,3,-50,false
Normal,manager,6,3,0,0,0,1,1,1,0,9,2,2,2,3,235,true
HighRoller,manager,6,3,0,0,0,1,1,1,0,9,2,2,2,3,160,false
Crazy,manager,6,3,0,0,0,1,1,1,0,9,2,2,2,3,235,true
HighRoller,investor,6,1,2,0,0,2,0,1,0,10,1,3,3,3,165,false
Crazy,investor,6,1,2,0,0,2,0,1,0,10,1,3,3,3,300,true
HighRoller,investor,6,1,2,0,0,2,0,1,0,10,1,3,3,3,165,false
Normal,manager,6,1,2,0,0,2,0,1,0,10,1,3,3,3,185,false
Crazy,manager,6,1,2,0,0,2,0,1,0,10,1,3,3,3,335,true
Crazy,manager,6,1,2,0,0,2,0,1,0,10,1,3,3,3,320,false
Normal,investor,6,0,1,2,0,0,2,0,1,4,1,2,1,0,615,true
Normal,investor,6,0,1,2,0,0,2,0,1,4,1,2,1,0,610,false
HighRoller,investor,6,0,1,2,0,0,2,0,1,4,1,2,1,0,470,false
SafeBetter,manager,6,0,1,2,0,0,2,0,1,4,1,2,1,0,195,false
HighRoller,manager,6,0,1,2,0,0,2,0,1,4,1,2,1,0,270,false
HighRoller,manager,6,0,1,2,0,0,2,0,1,4,1,2,1,0,420,true
HighRoller,investor,6,1,2,0,0,1,0,1,1,9,3,2,1,3,755,true
Crazy,investor,6,1,2,0,0,1,0,1,1,9,3,2,1,3,425,false
HighRoller,investor,6,1,2,0,0,1,0,1,1,9,3,2,1,3,755,true
Crazy,manager,6,1,2,0,0,1,0,1,1,9,3,2,1,3,465,false
Normal,manager,6,1,2,0,0,1,0,1,1,9,3,2,1,3,865,true
SafeBetter,manager,6,1,2,0,0,1,0,1,1,9,3,2,1,3,465,false
HighRoller,investor,6,0,2,0,1,0,2,0,1,2,1,1,0,0,165,false
HighRoller,investor,6,0,2,0,1,0,2,0,1,2,1,1,0,0,210,false
SafeBetter,investor,6,0,2,0,1,0,2,0,1,2,1,1,0,0,395,true
HighRoller,manager,6,0,2,0,1,0,2,0,1,2,1,1,0,0,185,false
HighRoller,manager,6,0,2,0,1,0,2,0,1,2,1,1,0,0,335,true
SafeBetter,manager,6,0,2,0,1,0,2,0,1,2,1,1,0,0,110,false
SafeBetter,investor,6,0,1,1,1,1,1,1,0,7,1,2,2,2,210,true
Normal,investor,6,0,1,1,1,1,1,1,0,7,1,2,2,2,165,false
HighRoller,investor,6,0,1,1,1,1,1,1,0,7,1,2,2,2,90,false
Crazy,manager,6,0,1,1,1,1,1,1,0,7,1,2,2,2,245,false
Normal,manager,6,0,1,1,1,1,1,1,0,7,1,2,2,2,170,false
HighRoller,manager,6,0,1,1,1,1,1,1,0,7,1,2,2,2,410,true
Crazy,investor,6,1,0,1,1,1,1,0,1,8,2,1,3,2,310,true
SafeBetter,investor,6,1,0,1,1,1,1,0,1,8,2,1,3,2,215,false
Normal,investor,6,1,0,1,1,1,1,0,1,8,2,1,3,2,55,false
SafeBetter,manager,6,1,0,1,1,1,1,0,1,8,2,1,3,2,160,false
Crazy,manager,6,1,0,1,1,1,1,0,1,8,2,1,3,2,475,true
HighRoller,manager,6,1,0,1,1,1,1,0,1,8,2,1,3,2,385,false
Normal,investor,6,0,1,1,1,0,0,2,1,6,1,3,0,2,155,false
HighRoller,investor,6,0,1,1,1,0,0,2,1,6,1,3,0,2,110,false
SafeBetter,investor,6,0,1,1,1,0,0,2,1,6,1,3,0,2,240,true
SafeBetter,manager,6,0,1,1,1,0,0,2,1,6,1,3,0,2,410,true
Normal,manager,6,0,1,1,1,0,0,2,1,6,1,3,0,2,320,false
Normal,manager,6,0,1,1,1,0,0,2,1,6,1,3,0,2,305,false
SafeBetter,investor,6,1,0,1,1,1,0,1,1,4,1,0,0,3,100,false
Normal,investor,6,1,0,1,1,1,0,1,1,4,1,0,0,3,60,false
Crazy,investor,6,1,0,1,1,1,0,1,1,4,1,0,0,3,120,true
SafeBetter,manager,6,1,0,1,1,1,0,1,1,4,1,0,0,3,140,false
Normal,manager,6,1,0,1,1,1,0,1,1,4,1,0,0,3,200,true
Crazy,manager,6,1,0,1,1,1,0,1,1,4,1,0,0,3,50,false
Normal,investor,6,0,0,1,2,2,0,1,0,7,2,1,1,3,230,false
SafeBetter,investor,6,0,0,1,2,2,0,1,0,7,2,1,1,3,280,true
SafeBetter,investor,6,0,0,1,2,2,0,1,0,7,2,1,1,3,155,false
Crazy,manager,6,0,0,1,2,2,0,1,0,7,2,1,1,3,505,false
Crazy,manager,6,0,0,1,2,2,0,1,0,7,2,1,1,3,505,false
Normal,manager,6,0,0,1,2,2,0,1,0,7,2,1,1,3,535,true
Crazy,investor,6,1,0,0,2,1,1,1,0,9,3,2,1,3,120,false
SafeBetter,investor,6,1,0,0,2,1,1,1,0,9,3,2,1,3,225,true
SafeBetter,investor,6,1,0,0,2,1,1,1,0,9,3,2,1,3,150,false
Normal,manager,6,1,0,0,2,1,1,1,0,9,3,2,1,3,435,false
Crazy,manager,6,1,0,0,2,1,1,1,0,9,3,2,1,3,345,false
HighRoller,manager,6,1,0,0,2,1,1,1,0,9,3,2,1,3,645,true
Crazy,investor,6,3,0,0,0,1,0,2,0,2,0,1,1,0,70,false
Crazy,investor,6,3,0,0,0,1,0,2,0,2,0,1,1,0,120,true
Crazy,investor,6,3,0,0,0,1,0,2,0,2,0,1,1,0,120,true
Normal,manager,6,3,0,0,0,1,0,2,0,2,0,1,1,0,60,true
Crazy,manager,6,3,0,0,0,1,0,2,0,2,0,1,1,0,60,true
Normal,manager,6,3,0,0,0,1,0,2,0,2,0,1,1,0,60,true
HighRoller,investor,6,2,1,0,0,1,0,1,1,3,1,0,2,0,5,false
Crazy,investor,6,2,1,0,0,1,0,1,1,3,1,0,2,0,120,false
Crazy,investor,6,2,1,0,0,1,0,1,1,3,1,0,2,0,250,true
Normal,manager,6,2,1,0,0,1,0,1,1,3,1,0,2,0,125,true
SafeBetter,manager,6,2,1,0,0,1,0,1,1,3,1,0,2,0,50,false
Crazy,manager,6,2,1,0,0,1,0,1,1,3,1,0,2,0,50,false
HighRoller,investor,6,1,1,0,1,0,0,1,2,5,2,1,1,1,580,true
SafeBetter,investor,6,1,1,0,1,0,0,1,2,5,2,1,1,1,555,false
Crazy,investor,6,1,1,0,1,0,0,1,2,5,2,1,1,1,120,false
SafeBetter,manager,6,1,1,0,1,0,0,1,2,5,2,1,1,1,325,false
SafeBetter,manager,6,1,1,0,1,0,0,1,2,5,2,1,1,1,325,false
Normal,manager,6,1,1,0,1,0,0,1,2,5,2,1,1,1,625,true
SafeBetter,investor,6,1,1,0,1,2,0,0,1,9,2,3,2,2,90,false
HighRoller,investor,6,1,1,0,1,2,0,0,1,9,2,3,2,2,15,false
Crazy,investor,6,1,1,0,1,2,0,0,1,9,2,3,2,2,120,true
Crazy,manager,6,1,1,0,1,2,0,0,1,9,2,3,2,2,220,false
SafeBetter,manager,6,1,1,0,1,2,0,0,1,9,2,3,2,2,280,true
Crazy,manager,6,1,1,0,1,2,0,0,1,9,2,3,2,2,165,false
SafeBetter,investor,6,0,0,0,3,1,2,0,0,5,3,0,2,0,135,true
SafeBetter,investor,6,0,0,0,3,1,2,0,0,5,3,0,2,0,135,true
SafeBetter,investor,6,0,0,0,3,1,2,0,0,5,3,0,2,0,135,true
HighRoller,manager,6,0,0,0,3,1,2,0,0,5,3,0,2,0,375,false
Crazy,manager,6,0,0,0,3,1,2,0,0,5,3,0,2,0,300,false
HighRoller,manager,6,0,0,0,3,1,2,0,0,5,3,0,2,0,450,true
SafeBetter,investor,6,0,2,0,1,1,0,1,1,5,1,0,3,1,550,true
HighRoller,investor,6,0,2,0,1,1,0,1,1,5,1,0,3,1,155,false
HighRoller,investor,6,0,2,0,1,1,0,1,1,5,1,0,3,1,155,false
Crazy,manager,6,0,2,0,1,1,0,1,1,5,1,0,3,1,290,false
Normal,manager,6,0,2,0,1,1,0,1,1,5,1,0,3,1,575,true
SafeBetter,manager,6,0,2,0,1,1,0,1,1,5,1,0,3,1,165,false
SafeBetter,investor,6,0,1,0,2,0,1,1,1,3,1,1,0,1,555,false
SafeBetter,investor,6,0,1,0,2,0,1,1,1,3,1,1,0,1,595,false
HighRoller,investor,6,0,1,0,2,0,1,1,1,3,1,1,0,1,620,true
HighRoller,manager,6,0,1,0,2,0,1,1,1,3,1,1,0,1,500,true
Normal,manager,6,0,1,0,2,0,1,1,1,3,1,1,0,1,200,false
SafeBetter,manager,6,0,1,0,2,0,1,1,1,3,1,1,0,1,200,false
Crazy,investor,6,1,1,0,1,0,1,2,0,8,3,1,1,3,120,false
SafeBetter,investor,6,1,1,0,1,0,1,2,0,8,3,1,1,3,445,true
HighRoller,investor,6,1,1,0,1,0,1,2,0,8,3,1,1,3,255,false
Normal,manager,6,1,1,0,1,0,1,2,0,8,3,1,1,3,465,true
HighRoller,manager,6,1,1,0,1,0,1,2,0,8,3,1,1,3,165,false
Normal,manager,6,1,1,0,1,0,1,2,0,8,3,1,1,3,240,false
HighRoller,investor,6,0,1,0,2,0,1,1,1,7,2,3,1,1,-60,false
SafeBetter,investor,6,0,1,0,2,0,1,1,1,7,2,3,1,1,120,true
SafeBetter,investor,6,0,1,0,2,0,1,1,1,7,2,3,1,1,120,true
HighRoller,manager,6,0,1,0,2,0,1,1,1,7,2,3,1,1,250,false
Normal,manager,6,0,1,0,2,0,1,1,1,7,2,3,1,1,370,true
SafeBetter,manager,6,0,1,0,2,0,1,1,1,7,2,3,1,1,220,false
Crazy,investor,6,1,0,2,0,0,1,1,1,6,1,0,3,2,95,true
Normal,investor,6,1,0,2,0,0,1,1,1,6,1,0,3,2,75,false
Normal,investor,6,1,0,2,0,0,1,1,1,6,1,0,3,2,75,false
HighRoller,manager,6,1,0,2,0,0,1,1,1,6,1,0,3,2,275,true
Normal,manager,6,1,0,2,0,0,1,1,1,6,1,0,3,2,125,false
SafeBetter,manager,6,1,0,2,0,0,1,1,1,6,1,0,3,2,275,true
HighRoller,investor,6,0,1,0,2,2,0,0,1,8,3,2,1,2,-35,false
SafeBetter,investor,6,0,1,0,2,2,0,0,1,8,3,2,1,2,165,false
SafeBetter,investor,6,0,1,0,2,2,0,0,1,8,3,2,1,2,190,true
Crazy,manager,6,0,1,0,2,2,0,0,1,8,3,2,1,2,345,false
Crazy,manager,6,0,1,0,2,2,0,0,1,8,3,2,1,2,270,false
SafeBetter,manager,6,0,1,0,2,2,0,0,1,8,3,2,1,2,525,true
