Personality,agentType,nrPlayers,nrCrazyInvestors,nrHighRollerInvestors,nrNormalInvestors,nrSafeBetterInvestors,nrCrazyManagers,nrHighRollerManagers,nrNormalManagers,nrSafeBetterManagers,nrCompanies,nrBlueCompanies,nrGreenCompanies,nrYellowCompanies,nrRedCompanies,finalCapital,winner
SafeBetter,manager,6,0,0,1,2,0,1,0,2,9,3,3,2,1,480,false
HighRoller,manager,6,0,0,1,2,0,1,0,2,9,3,3,2,1,555,true
SafeBetter,manager,6,0,0,1,2,0,1,0,2,9,3,3,2,1,405,false
HighRoller,investor,6,0,3,0,0,1,1,0,1,10,3,2,2,3,5,true
HighRoller,investor,6,0,3,0,0,1,1,0,1,10,3,2,2,3,5,true
HighRoller,investor,6,0,3,0,0,1,1,0,1,10,3,2,2,3,5,true
Crazy,manager,6,0,3,0,0,1,1,0,1,10,3,2,2,3,165,true
HighRoller,manager,6,0,3,0,0,1,1,0,1,10,3,2,2,3,165,true
SafeBetter,manager,6,0,3,0,0,1,1,0,1,10,3,2,2,3,165,true
HighRoller,investor,6,1,2,0,0,1,0,0,2,8,3,0,2,3,120,true
Crazy,investor,6,1,2,0,0,1,0,0,2,8,3,0,2,3,120,true
HighRoller,investor,6,1,2,0,0,1,0,0,2,8,3,0,2,3,120,true
Crazy,manager,6,1,2,0,0,1,0,0,2,8,3,0,2,3,180,true
SafeBetter,manager,6,1,2,0,0,1,0,0,2,8,3,0,2,3,90,false
SafeBetter,manager,6,1,2,0,0,1,0,0,2,8,3,0,2,3,90,false
Crazy,investor,6,1,0,2,0,0,0,1,2,9,2,2,2,3,125,false
Normal,investor,6,1,0,2,0,0,0,1,2,9,2,2,2,3,310,true
Normal,investor,6,1,0,2,0,0,0,1,2,9,2,2,2,3,295,false
SafeBetter,manager,6,1,0,2,0,0,0,1,2,9,2,2,2,3,360,true
Normal,manager,6,1,0,2,0,0,0,1,2,9,2,2,2,3,245,false
SafeBetter,manager,6,1,0,2,0,0,0,1,2,9,2,2,2,3,245,false
HighRoller,investor,6,1,1,0,1,0,1,0,2,8,3,3,1,1,-20,false
SafeBetter,investor,6,1,1,0,1,0,1,0,2,8,3,3,1,1,200,false
Crazy,investor,6,1,1,0,1,0,1,0,2,8,3,3,1,1,235,true
HighRoller,manager,6,1,1,0,1,0,1,0,2,8,3,3,1,1,375,false
SafeBetter,manager,6,1,1,0,1,0,1,0,2,8,3,3,1,1,435,true
SafeBetter,manager,6,1,1,0,1,0,1,0,2,8,3,3,1,1,405,false
SafeBetter,investor,6,2,0,0,1,0,1,0,2,3,0,3,0,0,755,true
Crazy,investor,6,2,0,0,1,0,1,0,2,3,0,3,0,0,120,false
Crazy,investor,6,2,0,0,1,0,1,0,2,3,0,3,0,0,695,false
HighRoller,manager,6,2,0,0,1,0,1,0,2,3,0,3,0,0,480,true
SafeBetter,manager,6,2,0,0,1,0,1,0,2,3,0,3,0,0,180,false
SafeBetter,manager,6,2,0,0,1,0,1,0,2,3,0,3,0,0,180,false
HighRoller,investor,6,0,1,2,0,0,3,0,0,5,1,2,0,2,-20,false
Normal,investor,6,0,1,2,0,0,3,0,0,5,1,2,0,2,170,false
Normal,investor,6,0,1,2,0,0,3,0,0,5,1,2,0,2,245,true
HighRoller,manager,6,0,1,2,0,0,3,0,0,5,1,2,0,2,300,true
HighRoller,manager,6,0,1,2,0,0,3,0,0,5,1,2,0,2,300,true
HighRoller,manager,6,0,1,2,0,0,3,0,0,5,1,2,0,2,195,false
SafeBetter,investor,6,1,0,1,1,2,1,0,0,7,3,0,3,1,490,false
Normal,investor,6,1,0,1,1,2,1,0,0,7,3,0,3,1,570,true
Crazy,investor,6,1,0,1,1,2,1,0,0,7,3,0,3,1,415,false
Crazy,manager,6,1,0,1,1,2,1,0,0,7,3,0,3,1,465,false
Crazy,manager,6,1,0,1,1,2,1,0,0,7,3,0,3,1,465,false
HighRoller,manager,6,1,0,1,1,2,1,0,0,7,3,0,3,1,765,true
HighRoller,investor,6,1,1,1,0,1,0,1,1,5,3,1,0,1,595,true
Normal,investor,6,1,1,1,0,1,0,1,1,5,3,1,0,1,475,false
Crazy,investor,6,1,1,1,0,1,0,1,1,5,3,1,0,1,120,false
Normal,manager,6,1,1,1,0,1,0,1,1,5,3,1,0,1,150,false
SafeBetter,manager,6,1,1,1,0,1,0,1,1,5,3,1,0,1,150,false
Crazy,manager,6,1,1,1,0,1,0,1,1,5,3,1,0,1,450,true
Normal,investor,6,0,1,2,0,0,0,0,3,8,2,2,2,2,530,true
Normal,investor,6,0,1,2,0,0,0,0,3,8,2,2,2,2,470,false
HighRoller,investor,6,0,1,2,0,0,0,0,3,8,2,2,2,2,-50,false
SafeBetter,manager,6,0,1,2,0,0,0,0,3,8,2,2,2,2,570,true
SafeBetter,manager,6,0,1,2,0,0,0,0,3,8,2,2,2,2,360,false
SafeBetter,manager,6,0,1,2,0,0,0,0,3,8,2,2,2,2,450,false
Crazy,investor,6,2,1,0,0,0,1,0,2,2,0,0,1,1,0,true
Crazy,investor,6,2,1,0,0,0,1,0,2,2,0,0,1,1,0,true
HighRoller,investor,6,2,1,0,0,0,1,0,2,2,0,0,1,1,0,true
SafeBetter,manager,6,2,1,0,0,0,1,0,2,2,0,0,1,1,90,true
SafeBetter,manager,6,2,1,0,0,0,1,0,2,2,0,0,1,1,90,true
HighRoller,manager,6,2,1,0,0,0,1,0,2,2,0,0,1,1,90,true
HighRoller,investor,6,0,2,0,1,1,1,1,0,5,0,3,0,2,20,false
HighRoller,investor,6,0,2,0,1,1,1,1,0,5,0,3,0,2,20,false
SafeBetter,investor,6,0,2,0,1,1,1,1,0,5,0,3,0,2,400,true
HighRoller,manager,6,0,2,0,1,1,1,1,0,5,0,3,0,2,660,true
Crazy,manager,6,0,2,0,1,1,1,1,0,5,0,3,0,2,60,false
Normal,manager,6,0,2,0,1,1,1,1,0,5,0,3,0,2,360,false
Normal,investor,6,0,1,2,0,1,0,1,1,5,2,2,0,1,425,false
Normal,investor,6,0,1,2,0,1,0,1,1,5,2,2,0,1,470,true
HighRoller,investor,6,0,1,2,0,1,0,1,1,5,2,2,0,1,455,false
Crazy,manager,6,0,1,2,0,1,0,1,1,5,2,2,0,1,210,false
Normal,manager,6,0,1,2,0,1,0,1,1,5,2,2,0,1,510,true
SafeBetter,manager,6,0,1,2,0,1,0,1,1,5,2,2,0,1,210,false
Crazy,investor,6,1,1,1,0,0,1,1,1,5,0,1,2,2,10,false
HighRoller,investor,6,1,1,1,0,0,1,1,1,5,0,1,2,2,10,false
Normal,investor,6,1,1,1,0,0,1,1,1,5,0,1,2,2,455,true
HighRoller,manager,6,1,1,1,0,0,1,1,1,5,0,1,2,2,285,true
SafeBetter,manager,6,1,1,1,0,0,1,1,1,5,0,1,2,2,225,false
Normal,manager,6,1,1,1,0,0,1,1,1,5,0,1,2,2,225,false
Normal,investor,6,1,0,1,1,1,1,1,0,6,2,1,1,2,30,false
SafeBetter,investor,6,1,0,1,1,1,1,1,0,6,2,1,1,2,255,true
Crazy,investor,6,1,0,1,1,1,1,1,0,6,2,1,1,2,120,false
HighRoller,manager,6,1,0,1,1,1,1,1,0,6,2,1,1,2,385,true
Normal,manager,6,1,0,1,1,1,1,1,0,6,2,1,1,2,160,false
Crazy,manager,6,1,0,1,1,1,1,1,0,6,2,1,1,2,160,false
Crazy,investor,6,1,0,1,1,1,1,1,0,7,0,3,2,2,120,false
SafeBetter,investor,6,1,0,1,1,1,1,1,0,7,0,3,2,2,695,false
Normal,investor,6,1,0,1,1,1,1,1,0,7,0,3,2,2,715,true
HighRoller,manager,6,1,0,1,1,1,1,1,0,7,0,3,2,2,720,true
Crazy,manager,6,1,0,1,1,1,1,1,0,7,0,3,2,2,330,false
Normal,manager,6,1,0,1,1,1,1,1,0,7,0,3,2,2,510,false
HighRoller,investor,6,1,1,0,1,0,0,1,2,6,0,3,0,3,55,false
SafeBetter,investor,6,1,1,0,1,0,0,1,2,6,0,3,0,3,525,false
Crazy,investor,6,1,1,0,1,0,0,1,2,6,0,3,0,3,590,true
SafeBetter,manager,6,1,1,0,1,0,0,1,2,6,0,3,0,3,270,false
SafeBetter,manager,6,1,1,0,1,0,0,1,2,6,0,3,0,3,360,false
Normal,manager,6,1,1,0,1,0,0,1,2,6,0,3,0,3,660,true
Crazy,investor,6,1,1,0,1,0,1,1,1,5,0,2,0,3,110,false
SafeBetter,investor,6,1,1,0,1,0,1,1,1,5,0,2,0,3,435,true
HighRoller,investor,6,1,1,0,1,0,1,1,1,5,0,2,0,3,110,false
Normal,manager,6,1,1,0,1,0,1,1,1,5,0,2,0,3,390,true
HighRoller,manager,6,1,1,0,1,0,1,1,1,5,0,2,0,3,285,false
SafeBetter,manager,6,1,1,0,1,0,1,1,1,5,0,2,0,3,300,false
SafeBetter,investor,6,0,0,1,2,1,0,2,0,7,1,1,3,2,225,true
SafeBetter,investor,6,0,0,1,2,1,0,2,0,7,1,1,3,2,210,false
Normal,investor,6,0,0,1,2,1,0,2,0,7,1,1,3,2,145,false
Normal,manager,6,0,0,1,2,1,0,2,0,7,1,1,3,2,410,true
Crazy,manager,6,0,0,1,2,1,0,2,0,7,1,1,3,2,260,false
Normal,manager,6,0,0,1,2,1,0,2,0,7,1,1,3,2,260,false
Crazy,investor,6,2,0,1,0,2,0,1,0,9,1,3,3,2,210,true
Crazy,investor,6,2,0,1,0,2,0,1,0,9,1,3,3,2,-30,false
Normal,investor,6,2,0,1,0,2,0,1,0,9,1,3,3,2,90,false
Crazy,manager,6,2,0,1,0,2,0,1,0,9,1,3,3,2,560,true
Normal,manager,6,2,0,1,0,2,0,1,0,9,1,3,3,2,350,false
Crazy,manager,6,2,0,1,0,2,0,1,0,9,1,3,3,2,230,false
HighRoller,investor,6,1,1,0,1,1,0,1,1,8,2,1,2,3,285,true
Crazy,investor,6,1,1,0,1,1,0,1,1,8,2,1,2,3,120,false
SafeBetter,investor,6,1,1,0,1,1,0,1,1,8,2,1,2,3,240,false
SafeBetter,manager,6,1,1,0,1,1,0,1,1,8,2,1,2,3,215,false
Normal,manager,6,1,1,0,1,1,0,1,1,8,2,1,2,3,430,true
Crazy,manager,6,1,1,0,1,1,0,1,1,8,2,1,2,3,310,false
Crazy,investor,6,1,1,1,0,0,0,2,1,9,3,1,3,2,120,true
Normal,investor,6,1,1,1,0,0,0,2,1,9,3,1,3,2,85,false
HighRoller,investor,6,1,1,1,0,0,0,2,1,9,3,1,3,2,-20,false
SafeBetter,manager,6,1,1,1,0,0,0,2,1,9,3,1,3,2,60,false
Normal,manager,6,1,1,1,0,0,0,2,1,9,3,1,3,2,135,false
Normal,manager,6,1,1,1,0,0,0,2,1,9,3,1,3,2,150,true
HighRoller,investor,6,1,2,0,0,2,0,0,1,7,3,1,0,3,-10,false
HighRoller,investor,6,1,2,0,0,2,0,0,1,7,3,1,0,3,-10,false
Crazy,investor,6,1,2,0,0,2,0,0,1,7,3,1,0,3,120,true
Crazy,manager,6,1,2,0,0,2,0,0,1,7,3,1,0,3,90,true
SafeBetter,manager,6,1,2,0,0,2,0,0,1,7,3,1,0,3,0,false
Crazy,manager,6,1,2,0,0,2,0,0,1,7,3,1,0,3,90,true
Crazy,investor,6,1,1,0,1,1,1,0,1,8,3,1,1,3,120,false
HighRoller,investor,6,1,1,0,1,1,1,0,1,8,3,1,1,3,50,false
SafeBetter,investor,6,1,1,0,1,1,1,0,1,8,3,1,1,3,190,true
Crazy,manager,6,1,1,0,1,1,1,0,1,8,3,1,1,3,300,true
HighRoller,manager,6,1,1,0,1,1,1,0,1,8,3,1,1,3,100,false
SafeBetter,manager,6,1,1,0,1,1,1,0,1,8,3,1,1,3,100,false
Crazy,investor,6,1,0,0,2,1,1,1,0,11,3,3,2,3,405,true
SafeBetter,investor,6,1,0,0,2,1,1,1,0,11,3,3,2,3,300,false
SafeBetter,investor,6,1,0,0,2,1,1,1,0,11,3,3,2,3,270,false
HighRoller,manager,6,1,0,0,2,1,1,1,0,11,3,3,2,3,705,true
Normal,manager,6,1,0,0,2,1,1,1,0,11,3,3,2,3,480,false
Crazy,manager,6,1,0,0,2,1,1,1,0,11,3,3,2,3,480,false
SafeBetter,investor,6,0,1,0,2,3,0,0,0,4,0,2,1,1,120,false
SafeBetter,investor,6,0,1,0,2,3,0,0,0,4,0,2,1,1,160,true
HighRoller,investor,6,0,1,0,2,3,0,0,0,4,0,2,1,1,15,false
Crazy,manager,6,0,1,0,2,3,0,0,0,4,0,2,1,1,285,false
Crazy,manager,6,0,1,0,2,3,0,0,0,4,0,2,1,1,285,false
Crazy,manager,6,0,1,0,2,3,0,0,0,4,0,2,1,1,435,true
HighRoller,investor,6,1,2,0,0,0,1,0,2,8,2,2,2,2,100,false
Crazy,investor,6,1,2,0,0,0,1,0,2,8,2,2,2,2,120,true
HighRoller,investor,6,1,2,0,0,0,1,0,2,8,2,2,2,2,100,false
HighRoller,manager,6,1,2,0,0,0,1,0,2,8,2,2,2,2,90,true
SafeBetter,manager,6,1,2,0,0,0,1,0,2,8,2,2,2,2,90,true
SafeBetter,manager,6,1,2,0,0,0,1,0,2,8,2,2,2,2,0,false
Normal,investor,6,1,0,1,1,1,0,1,1,5,2,0,3,0,55,false
SafeBetter,investor,6,1,0,1,1,1,0,1,1,5,2,0,3,0,120,true
Crazy,investor,6,1,0,1,1,1,0,1,1,5,2,0,3,0,120,true
Crazy,manager,6,1,0,1,1,1,0,1,1,5,2,0,3,0,250,true
Normal,manager,6,1,0,1,1,1,0,1,1,5,2,0,3,0,0,false
SafeBetter,manager,6,1,0,1,1,1,0,1,1,5,2,0,3,0,175,false
Normal,investor,6,0,1,2,0,0,1,0,2,1,1,0,0,0,185,false
Normal,investor,6,0,1,2,0,0,1,0,2,1,1,0,0,0,215,true
HighRoller,investor,6,0,1,2,0,0,1,0,2,1,1,0,0,0,90,false
HighRoller,manager,6,0,1,2,0,0,1,0,2,1,1,0,0,0,300,true
SafeBetter,manager,6,0,1,2,0,0,1,0,2,1,1,0,0,0,0,false
SafeBetter,manager,6,0,1,2,0,0,1,0,2,1,1,0,0,0,0,false
SafeBetter,investor,6,1,0,1,1,0,2,1,0,3,1,1,1,0,400,true
Crazy,investor,6,1,0,1,1,0,2,1,0,3,1,1,1,0,120,false
Normal,investor,6,1,0,1,1,0,2,1,0,3,1,1,1,0,365,false
Normal,manager,6,1,0,1,1,0,2,1,0,3,1,1,1,0,185,false
HighRoller,manager,6,1,0,1,1,0,2,1,0,3,1,1,1,0,410,true
HighRoller,manager,6,1,0,1,1,0,2,1,0,3,1,1,1,0,260,false
Crazy,investor,6,3,0,0,0,1,2,0,0,5,0,1,3,1,105,false
Crazy,investor,6,3,0,0,0,1,2,0,0,5,0,1,3,1,120,true
Crazy,investor,6,3,0,0,0,1,2,0,0,5,0,1,3,1,120,true
Crazy,manager,6,3,0,0,0,1,2,0,0,5,0,1,3,1,375,true
HighRoller,manager,6,3,0,0,0,1,2,0,0,5,0,1,3,1,225,false
HighRoller,manager,6,3,0,0,0,1,2,0,0,5,0,1,3,1,75,false
HighRoller,investor,6,0,2,0,1,0,1,0,2,5,0,3,0,2,430,true
SafeBetter,investor,6,0,2,0,1,0,1,0,2,5,0,3,0,2,80,false
HighRoller,investor,6,0,2,0,1,0,1,0,2,5,0,3,0,2,350,false
SafeBetter,manager,6,0,2,0,1,0,1,0,2,5,0,3,0,2,360,false
SafeBetter,manager,6,0,2,0,1,0,1,0,2,5,0,3,0,2,360,false
HighRoller,manager,6,0,2,0,1,0,1,0,2,5,0,3,0,2,660,true
Crazy,investor,6,1,1,1,0,0,1,2,0,2,0,1,0,1,120,true
HighRoller,investor,6,1,1,1,0,0,1,2,0,2,0,1,0,1,-30,false
Normal,investor,6,1,1,1,0,0,1,2,0,2,0,1,0,1,75,false
Normal,manager,6,1,1,1,0,0,1,2,0,2,0,1,0,1,90,false
Normal,manager,6,1,1,1,0,0,1,2,0,2,0,1,0,1,60,false
HighRoller,manager,6,1,1,1,0,0,1,2,0,2,0,1,0,1,135,true
Crazy,investor,6,1,2,0,0,1,1,0,1,8,2,1,2,3,120,false
HighRoller,investor,6,1,2,0,0,1,1,0,1,8,2,1,2,3,770,true
HighRoller,investor,6,1,2,0,0,1,1,0,1,8,2,1,2,3,760,false
SafeBetter,manager,6,1,2,0,0,1,1,0,1,8,2,1,2,3,480,false
HighRoller,manager,6,1,2,0,0,1,1,0,1,8,2,1,2,3,780,true
Crazy,manager,6,1,2,0,0,1,1,0,1,8,2,1,2,3,480,false
HighRoller,investor,6,0,2,1,0,0,0,0,3,1,1,0,0,0,120,false
HighRoller,investor,6,0,2,1,0,0,0,0,3,1,1,0,0,0,230,false
Normal,investor,6,0,2,1,0,0,0,0,3,1,1,0,0,0,250,true
SafeBetter,manager,6,0,2,1,0,0,0,0,3,1,1,0,0,0,300,true
SafeBetter,manager,6,0,2,1,0,0,0,0,3,1,1,0,0,0,0,false
SafeBetter,manager,6,0,2,1,0,0,0,0,3,1,1,0,0,0,0,false
HighRoller,investor,6,0,2,0,1,1,0,1,1,2,1,0,0,1,90,false
HighRoller,investor,6,0,2,0,1,1,0,1,1,2,1,0,0,1,90,false
SafeBetter,investor,6,0,2,0,1,1,0,1,1,2,1,0,0,1,500,true
SafeBetter,manager,6,0,2,0,1,1,0,1,1,2,1,0,0,1,140,false
Crazy,manager,6,0,2,0,1,1,0,1,1,2,1,0,0,1,140,false
Normal,manager,6,0,2,0,1,1,0,1,1,2,1,0,0,1,440,true
Crazy,investor,6,1,0,2,0,3,0,0,0,2,1,0,1,0,120,true
Normal,investor,6,1,0,2,0,3,0,0,0,2,1,0,1,0,45,false
Normal,investor,6,1,0,2,0,3,0,0,0,2,1,0,1,0,45,false
Crazy,manager,6,1,0,2,0,3,0,0,0,2,1,0,1,0,300,true
Crazy,manager,6,1,0,2,0,3,0,0,0,2,1,0,1,0,75,false
Crazy,manager,6,1,0,2,0,3,0,0,0,2,1,0,1,0,75,false
HighRoller,investor,6,0,3,0,0,0,1,1,1,9,0,3,3,3,110,true
HighRoller,investor,6,0,3,0,0,0,1,1,1,9,0,3,3,3,110,true
HighRoller,investor,6,0,3,0,0,0,1,1,1,9,0,3,3,3,110,true
HighRoller,manager,6,0,3,0,0,0,1,1,1,9,0,3,3,3,150,true
SafeBetter,manager,6,0,3,0,0,0,1,1,1,9,0,3,3,3,150,true
Normal,manager,6,0,3,0,0,0,1,1,1,9,0,3,3,3,150,true
Normal,investor,6,0,1,1,1,2,0,0,1,6,1,2,0,3,105,true
SafeBetter,investor,6,0,1,1,1,2,0,0,1,6,1,2,0,3,70,false
HighRoller,investor,6,0,1,1,1,2,0,0,1,6,1,2,0,3,10,false
SafeBetter,manager,6,0,1,1,1,2,0,0,1,6,1,2,0,3,195,false
Crazy,manager,6,0,1,1,1,2,0,0,1,6,1,2,0,3,440,true
Crazy,manager,6,0,1,1,1,2,0,0,1,6,1,2,0,3,350,false
SafeBetter,investor,6,0,1,0,2,0,0,1,2,4,0,1,1,2,200,true
SafeBetter,investor,6,0,1,0,2,0,0,1,2,4,0,1,1,2,50,false
HighRoller,investor,6,0,1,0,2,0,0,1,2,4,0,1,1,2,40,false
Normal,manager,6,0,1,0,2,0,0,1,2,4,0,1,1,2,300,true
SafeBetter,manager,6,0,1,0,2,0,0,1,2,4,0,1,1,2,225,false
SafeBetter,manager,6,0,1,0,2,0,0,1,2,4,0,1,1,2,225,false
HighRoller,investor,6,1,1,0,1,0,1,1,1,8,1,2,2,3,205,false
SafeBetter,investor,6,1,1,0,1,0,1,1,1,8,1,2,2,3,350,true
Crazy,investor,6,1,1,0,1,0,1,1,1,8,1,2,2,3,120,false
SafeBetter,manager,6,1,1,0,1,0,1,1,1,8,1,2,2,3,590,true
Normal,manager,6,1,1,0,1,0,1,1,1,8,1,2,2,3,335,false
HighRoller,manager,6,1,1,0,1,0,1,1,1,8,1,2,2,3,140,false
HighRoller,investor,6,1,2,0,0,2,0,1,0,6,3,1,2,0,645,false
HighRoller,investor,6,1,2,0,0,2,0,1,0,6,3,1,2,0,665,true
Crazy,investor,6,1,2,0,0,2,0,1,0,6,3,1,2,0,170,false
Crazy,manager,6,1,2,0,0,2,0,1,0,6,3,1,2,0,310,false
Normal,manager,6,1,2,0,0,2,0,1,0,6,3,1,2,0,510,true
Crazy,manager,6,1,2,0,0,2,0,1,0,6,3,1,2,0,260,false
Normal,investor,6,0,1,2,0,1,0,2,0,8,3,1,2,2,210,true
Normal,investor,6,0,1,2,0,1,0,2,0,8,3,1,2,2,165,false
HighRoller,investor,6,0,1,2,0,1,0,2,0,8,3,1,2,2,35,false
Normal,manager,6,0,1,2,0,1,0,2,0,8,3,1,2,2,615,true
Normal,manager,6,0,1,2,0,1,0,2,0,8,3,1,2,2,465,false
Crazy,manager,6,0,1,2,0,1,0,2,0,8,3,1,2,2,390,false
SafeBetter,investor,6,1,0,1,1,1,1,0,1,1,1,0,0,0,90,false
Normal,investor,6,1,0,1,1,1,1,0,1,1,1,0,0,0,5,false
Crazy,investor,6,1,0,1,1,1,1,0,1,1,1,0,0,0,120,true
SafeBetter,manager,6,1,0,1,1,1,1,0,1,1,1,0,0,0,50,false
Crazy,manager,6,1,0,1,1,1,1,0,1,1,1,0,0,0,50,false
HighRoller,manager,6,1,0,1,1,1,1,0,1,1,1,0,0,0,275,true
SafeBetter,investor,6,1,0,1,1,0,1,2,0,6,1,3,2,0,745,true
Crazy,investor,6,1,0,1,1,0,1,2,0,6,1,3,2,0,120,false
Normal,investor,6,1,0,1,1,0,1,2,0,6,1,3,2,0,695,false
HighRoller,manager,6,1,0,1,1,0,1,2,0,6,1,3,2,0,680,true
Normal,manager,6,1,0,1,1,0,1,2,0,6,1,3,2,0,380,false
Normal,manager,6,1,0,1,1,0,1,2,0,6,1,3,2,0,380,false
HighRoller,investor,6,1,1,1,0,0,0,0,3,9,1,3,2,3,50,false
Normal,investor,6,1,1,1,0,0,0,0,3,9,1,3,2,3,270,false
Crazy,investor,6,1,1,1,0,0,0,0,3,9,1,3,2,3,570,true
SafeBetter,manager,6,1,1,1,0,0,0,0,3,9,1,3,2,3,305,false
SafeBetter,manager,6,1,1,1,0,0,0,0,3,9,1,3,2,3,410,true
SafeBetter,manager,6,1,1,1,0,0,0,0,3,9,1,3,2,3,305,false
SafeBetter,investor,6,1,0,0,2,0,0,2,1,5,1,2,1,1,360,false
Crazy,investor,6,1,0,0,2,0,0,2,1,5,1,2,1,1,370,true
SafeBetter,investor,6,1,0,0,2,0,0,2,1,5,1,2,1,1,280,false
Normal,manager,6,1,0,0,2,0,0,2,1,5,1,2,1,1,395,false
Normal,manager,6,1,0,0,2,0,0,2,1,5,1,2,1,1,410,true
SafeBetter,manager,6,1,0,0,2,0,0,2,1,5,1,2,1,1,245,false
SafeBetter,investor,6,0,1,1,1,1,1,0,1,3,0,0,0,3,-60,true
Normal,investor,6,0,1,1,1,1,1,0,1,3,0,0,0,3,-65,false
HighRoller,investor,6,0,1,1,1,1,1,0,1,3,0,0,0,3,-125,false
HighRoller,manager,6,0,1,1,1,1,1,0,1,3,0,0,0,3,330,true
Crazy,manager,6,0,1,1,1,1,1,0,1,3,0,0,0,3,270,false
SafeBetter,manager,6,0,1,1,1,1,1,0,1,3,0,0,0,3,270,false
Normal,investor,6,0,1,2,0,0,0,1,2,6,2,1,0,3,20,false
Normal,investor,6,0,1,2,0,0,0,1,2,6,2,1,0,3,100,false
HighRoller,investor,6,0,1,2,0,0,0,1,2,6,2,1,0,3,105,true
SafeBetter,manager,6,0,1,2,0,0,0,1,2,6,2,1,0,3,60,false
SafeBetter,manager,6,0,1,2,0,0,0,1,2,6,2,1,0,3,60,false
Normal,manager,6,0,1,2,0,0,0,1,2,6,2,1,0,3,375,true
HighRoller,investor,6,0,1,1,1,0,0,2,1,7,1,1,3,2,465,true
SafeBetter,investor,6,0,1,1,1,0,0,2,1,7,1,1,3,2,190,false
Normal,investor,6,0,1,1,1,0,0,2,1,7,1,1,3,2,160,false
Normal,manager,6,0,1,1,1,0,0,2,1,7,1,1,3,2,515,true
SafeBetter,manager,6,0,1,1,1,0,0,2,1,7,1,1,3,2,335,false
Normal,manager,6,0,1,1,1,0,0,2,1,7,1,1,3,2,515,true
Crazy,investor,6,3,0,0,0,2,0,1,0,8,2,3,0,3,50,false
Crazy,investor,6,3,0,0,0,2,0,1,0,8,2,3,0,3,-40,false
Crazy,investor,6,3,0,0,0,2,0,1,0,8,2,3,0,3,420,true
Normal,manager,6,3,0,0,0,2,0,1,0,8,2,3,0,3,280,false
Crazy,manager,6,3,0,0,0,2,0,1,0,8,2,3,0,3,370,false
Crazy,manager,6,3,0,0,0,2,0,1,0,8,2,3,0,3,460,true
Normal,investor,6,2,0,1,0,0,1,0,2,7,1,1,3,2,175,false
Crazy,investor,6,2,0,1,0,0,1,0,2,7,1,1,3,2,45,false
Crazy,investor,6,2,0,1,0,0,1,0,2,7,1,1,3,2,195,true
SafeBetter,manager,6,2,0,1,0,0,1,0,2,7,1,1,3,2,260,false
SafeBetter,manager,6,2,0,1,0,0,1,0,2,7,1,1,3,2,210,false
HighRoller,manager,6,2,0,1,0,0,1,0,2,7,1,1,3,2,335,true
Crazy,investor,6,1,1,0,1,0,0,2,1,6,0,3,1,2,410,true
HighRoller,investor,6,1,1,0,1,0,0,2,1,6,0,3,1,2,-70,false
SafeBetter,investor,6,1,1,0,1,0,0,2,1,6,0,3,1,2,310,false
SafeBetter,manager,6,1,1,0,1,0,0,2,1,6,0,3,1,2,435,false
Normal,manager,6,1,1,0,1,0,0,2,1,6,0,3,1,2,255,false
Normal,manager,6,1,1,0,1,0,0,2,1,6,0,3,1,2,660,true
HighRoller,investor,6,1,1,0,1,1,1,1,0,8,2,1,3,2,155,false
Crazy,investor,6,1,1,0,1,1,1,1,0,8,2,1,3,2,120,false
SafeBetter,investor,6,1,1,0,1,1,1,1,0,8,2,1,3,2,265,true
HighRoller,manager,6,1,1,0,1,1,1,1,0,8,2,1,3,2,280,false
Crazy,manager,6,1,1,0,1,1,1,1,0,8,2,1,3,2,565,true
Normal,manager,6,1,1,0,1,1,1,1,0,8,2,1,3,2,415,false
HighRoller,investor,6,1,2,0,0,1,2,0,0,7,3,2,1,1,140,true
HighRoller,investor,6,1,2,0,0,1,2,0,0,7,3,2,1,1,115,false
Crazy,investor,6,1,2,0,0,1,2,0,0,7,3,2,1,1,125,false
HighRoller,manager,6,1,2,0,0,1,2,0,0,7,3,2,1,1,215,false
Crazy,manager,6,1,2,0,0,1,2,0,0,7,3,2,1,1,435,true
HighRoller,manager,6,1,2,0,0,1,2,0,0,7,3,2,1,1,300,false
Crazy,investor,6,2,1,0,0,0,1,0,2,0,0,0,0,0,75,false
Crazy,investor,6,2,1,0,0,0,1,0,2,0,0,0,0,0,120,true
HighRoller,investor,6,2,1,0,0,0,1,0,2,0,0,0,0,0,10,false
HighRoller,manager,6,2,1,0,0,0,1,0,2,0,0,0,0,0,225,true
SafeBetter,manager,6,2,1,0,0,0,1,0,2,0,0,0,0,0,0,false
SafeBetter,manager,6,2,1,0,0,0,1,0,2,0,0,0,0,0,0,false
HighRoller,investor,6,0,1,1,1,3,0,0,0,6,1,1,2,2,85,false
Normal,investor,6,0,1,1,1,3,0,0,0,6,1,1,2,2,275,true
SafeBetter,investor,6,0,1,1,1,3,0,0,0,6,1,1,2,2,220,false
Crazy,manager,6,0,1,1,1,3,0,0,0,6,1,1,2,2,275,false
Crazy,manager,6,0,1,1,1,3,0,0,0,6,1,1,2,2,260,false
Crazy,manager,6,0,1,1,1,3,0,0,0,6,1,1,2,2,335,true
HighRoller,investor,6,2,1,0,0,0,2,1,0,5,2,0,3,0,220,false
